word,sentence,jlpt_level,original_index,optimal_index,number_of_unknown_tokens,unknown_tokens_in_sentence,tokenized_sentence_surface,reading,meaning
変化,時代の変化に対応する必要がある。,N3,3241,5943,2,"変化, ある","時代, の, 変化, に, 対応, する, 必要, が, ある, 。",へんか,"change, variation, shift"
資格,この仕事に応募するには、普通自動車運転免許の資格が必要です。,N3,3318,5944,2,"資格, です","この, 仕事, に, 応募, する, に, は, 、, 普通, 自動, 車, 運転, 免許, の, 資格, が, 必要, です, 。",しかく,"qualifications, requirements, capabilities"
世,世の中は常に変化している。,N3,3442,5945,2,"常, いる","世の中, は, 常, に, 変化, し, て, いる, 。",よ,"world, society, generation"
算盤,彼は今でも複雑な計算を算盤でこなす。,N2,3692,5946,2,"算盤, こなす","彼, は, 今, で, も, 複雑, な, 計算, を, 算盤, で, こなす, 。",そろばん,abacus
工員,新しい工場には、多くの工員が必要だ。,N2,4071,5947,2,"多く, 工員","新しい, 工場, に, は, 、, 多く, の, 工員, が, 必要, だ, 。",こういん,factory worker
夜間,夜間は車の運転に注意が必要です。,N2,4974,5948,2,"夜間, です","夜間, は, 車, の, 運転, に, 注意, が, 必要, です, 。",やかん,"at night, nighttime"
衣類,旅行の準備で、必要な衣類をスーツケースに詰めた。,N1,5756,5949,2,"衣類, 詰め","旅行, の, 準備, で, 、, 必要, な, 衣類, を, スーツケース, に, 詰め, た, 。",いるい,"clothes, clothing, garments"
印鑑,この書類には印鑑が必要です。,N1,5758,5950,2,"印鑑, です","この, 書類, に, は, 印鑑, が, 必要, です, 。",いんかん,"stamp, seal"
行政,新しい道路の建設には、行政の許可が必要です。,N1,6191,5951,2,"行政, です","新しい, 道路, の, 建設, に, は, 、, 行政, の, 許可, が, 必要, です, 。",ぎょうせい,administration
暗算,彼は暗算が得意で、レジの計算をすぐに確認できる。,N1,6432,5952,2,"暗算, すぐ","彼, は, 暗算, が, 得意, で, 、, レジ, の, 計算, を, すぐ, に, 確認, できる, 。",あんざん,mental arithmetic
清濁,政治の世界は、清濁併せ呑む覚悟が必要だ。,N1,6631,5953,2,"清濁, 併せ呑む","政治, の, 世界, は, 、, 清濁, 併せ呑む, 覚悟, が, 必要, だ, 。",せいだく,"good and evil, purity and impurity"
早急,早急に対応する必要がある。,N1,6699,5954,2,"早急, ある","早急, に, 対応, する, 必要, が, ある, 。",そうきゅう,urgent
装備,登山にはしっかりとした装備が必要です。,N1,6713,5955,2,"装備, です","登山, に, は, しっかり, と, し, た, 装備, が, 必要, です, 。",そうび,equipment
実態,事件の**実態**を明らかにする必要がある。,N1,7097,5956,2,"実態, ある","事件, の, *, *, 実態, *, *, を, 明らか, に, する, 必要, が, ある, 。",じったい,"truth, fact"
もちろん,「手伝いが必要なら、もちろん言ってね。」,N4,945,5957,3,"なら, もちろん, 言っ","「, 手伝い, が, 必要, なら, 、, もちろん, 言っ, て, ね, 。, 」",もちろん,"certainly, of course"
状況,今の状況を考えると、計画の変更が必要かもしれません。,N3,1505,5958,3,"状況, しれ, ませ","今, の, 状況, を, 考える, と, 、, 計画, の, 変更, が, 必要, か, も, しれ, ませ, ん, 。",じょうきょう,"state of affairs, situation"
合致,彼の証言は、現場の状況と合致していた。,N1,6019,5959,1,合致,"彼, の, 証言, は, 、, 現場, の, 状況, と, 合致, し, て, い, た, 。",がっち,"agreement, concurrence, conforming to"
耐える,辛い状況を耐える。,N1,6786,5960,1,耐える,"辛い, 状況, を, 耐える, 。",たえる,"to endure, to put up with"
精神,彼は困難な状況でも強い精神力を見せた。,N3,1639,5961,2,"精神, 見せ","彼, は, 困難, な, 状況, で, も, 強い, 精神, 力, を, 見せ, た, 。",せいしん,"mind, soul, spirit"
強,彼は精神的に強い人だ。,N1,6172,5962,1,的,"彼, は, 精神, 的, に, 強い, 人, だ, 。",きょう,strong
冷静,彼はどんな状況でも冷静さを失わない。,N3,2521,5963,2,"冷静, 失わ","彼, は, どんな, 状況, で, も, 冷静, さ, を, 失わ, ない, 。",れいせい,"calm, coolness"
受け止める,彼の意見を冷静に受け止めよう。,N1,5772,5964,1,受け止めよう,"彼, の, 意見, を, 冷静, に, 受け止めよう, 。",うけとめる,"to catch, to react to, to take"
判断,状況を**判断**して、行動を決めた。,N3,3134,5965,2,"判断, 決め","状況, を, *, *, 判断, *, *, し, て, 、, 行動, を, 決め, た, 。",はんだん,"judgment, decision"
賢明,彼は賢明な判断をした。,N1,5191,5966,1,賢明,"彼, は, 賢明, な, 判断, を, し, た, 。",けんめい,"wisdom, intelligence, prudence"
妥当,その説明は状況から考えて妥当だ。,N2,3730,5967,2,"から, 妥当","その, 説明, は, 状況, から, 考え, て, 妥当, だ, 。",だとう,"proper, appropriate"
再現,事件の状況を詳しく再現した。,N1,5335,5968,2,"詳しく, 再現","事件, の, 状況, を, 詳しく, 再現, し, た, 。",さいげん,"reproduction, return, revival"
健全,彼は健全な精神の持ち主だ。,N1,5471,5969,2,"健全, 持ち主","彼, は, 健全, な, 精神, の, 持ち主, だ, 。",けんぜん,"health, soundness, wholesome"
到底,この状況では、自力での解決は到底無理だ。,N1,5474,5970,2,"自力, 到底","この, 状況, で, は, 、, 自力, で, の, 解決, は, 到底, 無理, だ, 。",とうてい,(cannot) possibly
把握,状況を把握しました。,N1,5699,5971,2,"把握, まし","状況, を, 把握, し, まし, た, 。",はあく,"grasp, catch, understanding"
いかに,**いかに困難な状況でも、諦めずに努力することが大切だ。**,N1,6442,5972,2,"いかに, こと","*, *, いかに, 困難, な, 状況, で, も, 、, 諦め, ず, に, 努力, する, こと, が, 大切, だ, 。, *, *",いかに,"how, in what way"
推理,現場の状況から犯人を**推理**する。,N1,6573,5973,2,"から, 推理","現場, の, 状況, から, 犯人, を, *, *, 推理, *, *, する, 。",すいり,"reasoning, inference, mystery or detective genre"
成熟,彼は精神的に**成熟**した。,N1,6622,5974,2,"的, 成熟","彼, は, 精神, 的, に, *, *, 成熟, *, *, し, た, 。",せいじゅく,"maturity, ripeness"
即する,状況に即した判断が必要です。,N1,6719,5975,2,"即し, です","状況, に, 即し, た, 判断, が, 必要, です, 。",そくする,"to conform to, to agree with, to be adapted to,"
悲惨,事故現場は悲惨な状況だった。,N1,7795,5976,2,"悲惨, だっ","事故, 現場, は, 悲惨, な, 状況, だっ, た, 。",ひさん,"tragedy, disaster; misery, wretched, pitiful"
生長,植物が生長するには、水と日光が必要です。,N3,1646,5977,3,"生長, 日光, です","植物, が, 生長, する, に, は, 、, 水, と, 日光, が, 必要, です, 。",せいちょう,growth
ケース,この問題の**ケース**では、例外的な対応が必要です。,N3,2189,5978,3,"ケース, 的, です","この, 問題, の, *, *, ケース, *, *, で, は, 、, 例外, 的, な, 対応, が, 必要, です, 。",ケース,case
衣料,旅行のために必要な衣料をスーツケースに詰めた。,N3,2567,5979,3,"ため, 衣料, 詰め","旅行, の, ため, に, 必要, な, 衣料, を, スーツケース, に, 詰め, た, 。",いりょう,clothing
適切,状況に応じて、適切な判断をしましょう。,N3,2886,5980,3,"応じ, 適切, ましょう","状況, に, 応じ, て, 、, 適切, な, 判断, を, し, ましょう, 。",てきせつ,"appropriate, adequate, relevance"
保管,書類は適切に保管してください。,N1,7353,5981,2,"保管, ください","書類, は, 適切, に, 保管, し, て, ください, 。",ほかん,"custody, safekeeping, storage"
共に,私たちは困難な状況を共に乗り越えた。,N3,2961,5982,3,"たち, 共, 乗り越え","私, たち, は, 困難, な, 状況, を, 共, に, 乗り越え, た, 。",ともに,"sharing with, participate in"
日光,今日は日光が強くて、日焼け止めが必要だ。,N3,3015,5983,3,"日光, 強く, 止め","今日, は, 日光, が, 強く, て, 、, 日焼け, 止め, が, 必要, だ, 。",にっこう,sunlight
申請,ビザの**申請**に必要な書類を準備しています。,N2,3541,5984,3,"ビザ, 申請, ます","ビザ, の, *, *, 申請, *, *, に, 必要, な, 書類, を, 準備, し, て, い, ます, 。",しんせい,"application, request, petition"
器具,この実験には特殊な器具が必要です。,N2,3939,5985,3,"特殊, 器具, です","この, 実験, に, は, 特殊, な, 器具, が, 必要, です, 。",きぐ,instrument
桁,この計算は**桁**が大きすぎて、暗算では難しい。,N2,4038,5986,3,"桁, 大き, すぎ","この, 計算, は, *, *, 桁, *, *, が, 大き, すぎ, て, 、, 暗算, で, は, 難しい, 。",けた,"column, beam, digit"
リポート,明日の会議で、進捗状況をリポートします。,N2,4322,5987,3,"進捗, リポート, ます","明日, の, 会議, で, 、, 進捗, 状況, を, リポート, し, ます, 。",リポート,"report, paper"
窓口,申請は、まず**窓口**で受け付けています。,N2,4875,5988,3,"窓口, 受け付け, ます","申請, は, 、, まず, *, *, 窓口, *, *, で, 受け付け, て, い, ます, 。",まどぐち,(ticket) window
手続き,入会には簡単な手続きが必要です。,N2,5162,5989,3,"入会, 手続き, です","入会, に, は, 簡単, な, 手続き, が, 必要, です, 。",てつづき,"procedure, (legal) process, formalities"
煩わしい,細かい手続きが煩わしい。,N1,7038,5990,1,煩わしい,"細かい, 手続き, が, 煩わしい, 。",わずらわしい,"burdensome, troublesome, complicated"
好況,最近の経済状況は、好況と言えるでしょう。,N1,5209,5991,3,"好況, 言える, でしょう","最近, の, 経済, 状況, は, 、, 好況, と, 言える, でしょう, 。",こうきょう,"prosperous conditions, healthy economy"
個別,お客様の状況に**個別**に対応いたします。,N1,5301,5992,3,"個別, いたし, ます","お, 客, 様, の, 状況, に, *, *, 個別, *, *, に, 対応, いたし, ます, 。",こべつ,particular case
英字,この書類は、氏名を英字で記入する必要があります。,N1,5815,5993,3,"英字, あり, ます","この, 書類, は, 、, 氏名, を, 英字, で, 記入, する, 必要, が, あり, ます, 。",えいじ,English letter (character)
肝心,テストで良い点を取るには、**肝心**なところをしっかり勉強する必要がある。,N1,6072,5994,3,"肝心, ところ, ある","テスト, で, 良い, 点, を, 取る, に, は, 、, *, *, 肝心, *, *, な, ところ, を, しっかり, 勉強, する, 必要, が, ある, 。",かんじん,"essential, fundamental, crucial"
驚異,科学技術の驚異によって、生活は大きく変化した。,N1,6174,5995,3,"驚異, よっ, 大きく","科学, 技術, の, 驚異, に, よっ, て, 、, 生活, は, 大きく, 変化, し, た, 。",きょうい,"wonder, miracle"
事前,イベントの**事前**予約が必要です。,N1,6351,5996,3,"イベント, 事前, です","イベント, の, *, *, 事前, *, *, 予約, が, 必要, です, 。",じぜん,"prior, beforehand, in advance"
証拠,アリバイを証明する証拠が必要です。,N1,6488,5997,3,"アリバイ, 証拠, です","アリバイ, を, 証明, する, 証拠, が, 必要, です, 。",しょうこ,"evidence, proof"
情勢,世界情勢は常に変化している。,N1,6494,5998,3,"情勢, 常, いる","世界, 情勢, は, 常, に, 変化, し, て, いる, 。",じょうせい,"state of things, condition, situation"
承諾,申請内容を**承諾**いたしました。,N1,6496,5999,3,"承諾, いたし, まし","申請, 内容, を, *, *, 承諾, *, *, いたし, まし, た, 。",しょうだく,"consent, agreement"
すみやか,事故現場の検証をすみやかに行う必要がある。,N1,6601,6000,3,"検証, すみやか, ある","事故, 現場, の, 検証, を, すみやか, に, 行う, 必要, が, ある, 。",すみやか,speedy
正当,彼の主張は、証拠に基づいており**正当**だ。,N1,6636,6001,3,"基づい, おり, 正当","彼, の, 主張, は, 、, 証拠, に, 基づい, て, おり, *, *, 正当, *, *, だ, 。",せいとう,"just, due, proper"
存続,会社が厳しい状況だが、存続のために努力している。,N1,6747,6002,3,"存続, ため, いる","会社, が, 厳しい, 状況, だ, が, 、, 存続, の, ため, に, 努力, し, て, いる, 。",そんぞく,"duration, continuance"
転回,議論が行き詰まったので、視点を**転回**する必要がある。,N1,7014,6003,3,"行き詰まっ, 転回, ある","議論, が, 行き詰まっ, た, の, で, 、, 視点, を, *, *, 転回, *, *, する, 必要, が, ある, 。",てんかい,"revolution, rotation"
